q-vector,5 min,10 min,15 min,20 min,25 min,30 min,35 min,40 min,45 min,50 min,55 min,60 min,65 min,70 min,75 min,80 min,85 min,90 min,95 min,100 min,105 min,110 min,115 min,120 min,125 min,130 min,135 min,140 min,145 min,150 min,155 min,160 min,165 min,170 min,175 min,180 min,185 min,190 min,195 min,200 min,205 min,210 min,215 min,220 min,225 min,230 min,235 min
0.00327202,3.95508818,4.17660332,5.02475959,7.1240439,5.99703995,5.81286399,6.25374045,6.46138646,6.75162682,6.94883288,7.43351247,7.81564278,8.03955365,7.98415598,8.30170057,8.2833578,8.43877318,8.33747735,8.65386697,8.35127059,8.97443525,8.96821609,9.29715849,9.43209672,9.63361343,9.67182534,10.17451921,10.84047049,11.13017352,11.29523167,12.13909988,12.31637676,13.24038381,13.71290064,13.63836068,14.72706043,15.2206764,15.76200288,16.25142107,16.28666004,16.52703213,16.17498898,16.65565663,17.03107389,16.60574769,16.3612022,17.34126817
0.00371214,3.30298807,3.51730141,4.08823308,5.71520685,4.23613666,3.99184724,3.99745987,4.13937894,4.34962123,4.40930698,4.28555139,4.66125378,4.73687674,4.81449785,4.65845936,4.91538906,4.98382599,5.18752618,5.06293995,5.10182487,5.32280795,5.39679675,5.45314735,5.60013435,5.90515048,5.8762911,6.26173022,6.23390148,6.64066897,6.90006151,7.17417474,7.41159153,7.77549812,8.23294907,8.34617794,8.88685409,9.03267732,9.36679159,9.8081521,9.76560713,9.70006575,9.90495056,9.91449904,9.83374168,9.72536479,9.84029889,9.68610484
0.00416524,2.85487986,3.08518126,3.79122794,4.89470206,3.19761504,2.66261779,2.72242028,2.82449894,2.84571422,2.85552285,2.97777781,3.07758495,3.08005435,3.08474121,3.06725038,3.21373546,3.23580728,3.34083542,3.33553177,3.48876078,3.33674787,3.48611778,3.63758151,3.72999373,3.69449789,3.83677074,4.11914706,4.17845737,4.33380248,4.59886726,4.55422903,4.78480061,5.14368225,5.2438972,5.53533915,5.8173068,6.05721016,6.06849872,6.14302326,6.30686076,6.34641778,6.31682259,6.29971444,6.23343059,6.35555082,6.53909145,7.20918211
0.00464451,2.41880685,2.64744363,3.39495927,4.34004073,2.63255698,2.25318233,2.06457789,2.07987345,2.12114912,2.07778262,2.0291832,2.08104863,2.14607496,2.29186341,2.22226463,2.22595698,2.27913873,2.24259155,2.4708616,2.35729611,2.3851424,2.43983013,2.59449709,2.54935956,2.77637277,2.81904074,2.8568947,3.00766708,2.95794465,3.26239843,3.42316567,3.56007635,3.70473268,4.00834422,3.92876654,4.16995745,4.14836512,4.39959938,4.58127927,4.58113945,4.5656949,4.53075522,4.78489621,4.73126079,4.7826859,4.94931533,5.02629389
0.00511224,2.27553134,2.45053346,3.22195055,3.95008493,2.32284257,1.79198299,1.67001744,1.60354362,1.71752594,1.70760745,1.59300175,1.6486081,1.62391038,1.68718129,1.73264912,1.64441891,1.65750852,1.7186512,1.87691198,1.75568355,1.7918141,1.78780553,1.97656223,1.95986538,2.09654235,2.10425138,2.20252697,2.23222125,2.34171492,2.43582852,2.6850493,2.75098116,2.85141897,3.02676613,3.19953024,3.24863517,3.27951205,3.48072595,3.58033277,3.59943864,3.73897336,3.70080926,3.83264295,3.81046288,3.79820573,4.0261776,4.24102086
0.00556298,2.04808121,2.24799396,2.88428371,3.59336314,2.17334077,1.56780617,1.43141423,1.38233015,1.42024374,1.36222591,1.37028058,1.41096282,1.33122868,1.32757399,1.46454355,1.3939895,1.46853004,1.46562803,1.54013286,1.47020644,1.4874181,1.50071951,1.53058074,1.57819408,1.73799674,1.72960124,1.7667183,1.848157,1.95938738,2.02554749,2.17800036,2.2362489,2.38839222,2.55004628,2.63946034,2.71728908,2.77540496,2.86484449,2.96188176,3.04546566,3.08114065,3.05698333,3.1203996,3.17307083,3.43098216,3.49739687,3.51227581
0.0059919,1.92595137,2.07917221,2.64948735,3.33883072,1.93756229,1.51497193,1.2841461,1.20739546,1.19510763,1.2330051,1.17443118,1.27820413,1.23010592,1.21671065,1.18522126,1.12626437,1.16813924,1.28229113,1.26451506,1.26807186,1.28716499,1.27941173,1.37014249,1.34779973,1.37950805,1.51071097,1.51706463,1.62705518,1.7694057,1.74717314,1.83236324,1.91362072,2.06213644,2.24041553,2.23874044,2.31832495,2.57326506,2.52594019,2.56251127,2.61758737,2.71246431,2.76009446,2.80480284,2.83479843,2.9389753,3.11818379,3.19462285
0.006401,1.79604051,1.93085457,2.41137419,3.04017213,1.77906219,1.31389127,1.20478722,1.0871525,1.11017137,1.14423453,1.0640657,1.03727454,1.12807143,1.09279504,1.09534294,1.07513247,1.10674538,1.10348158,1.06120994,1.09152691,1.1310153,1.15314982,1.2440579,1.17679289,1.30219613,1.31939,1.3965812,1.46697957,1.50025301,1.56402273,1.727028,1.64605412,1.83966302,1.95220006,1.96103907,2.06734628,2.23011651,2.29170902,2.36631483,2.37433722,2.52714447,2.47520578,2.58537652,2.6184145,2.64022117,2.75453326,2.63122314
0.00684417,1.65467324,1.82035055,2.32906463,2.97259483,1.66069052,1.22862403,1.12238973,0.98009484,1.07609747,1.00718837,0.97348968,1.02280755,1.00811723,0.95416072,0.95110188,0.93717213,0.98307854,0.95833174,0.99662447,0.98811656,1.05230301,1.04458455,1.06156737,1.07617798,1.14875781,1.13566138,1.28066353,1.27567657,1.38343764,1.45155103,1.52272822,1.57241528,1.66710356,1.73759304,1.75313713,1.94811202,2.02382348,1.99396829,2.18966718,2.17834018,2.25207895,2.27656962,2.38857275,2.32984642,2.45338195,2.63103476,2.39081839
0.00729725,1.50156167,1.63399593,2.07380203,2.67872405,1.58581576,1.15645804,1.09061569,0.96995238,0.92445056,0.90218221,0.89472196,0.88274834,0.86630443,0.8840207,0.8574612,0.84558766,0.91014939,0.92797148,0.90246578,0.91275173,0.91124208,0.93585407,1.01794825,1.04144089,1.03102225,1.05940742,1.07004486,1.19996327,1.22594489,1.20850447,1.32781512,1.45341716,1.52895207,1.58641677,1.61258143,1.78048912,1.81577082,1.87882713,1.91034403,2.00889689,1.99161232,2.09450493,2.09039143,2.1920914,2.27095037,2.35463655,2.30521162
0.0077436,1.46266539,1.61063137,1.95482713,2.51698941,1.53620357,1.10482052,0.99198375,0.91080627,0.90762152,0.85722914,0.87701592,0.85785142,0.84375342,0.81927287,0.84331948,0.83060808,0.86906475,0.81179214,0.89770206,0.84423622,0.84505257,0.87837387,0.94919688,0.90673807,1.0119474,0.98298077,1.05434282,1.03396684,1.16423592,1.1738177,1.24161982,1.30622953,1.38822785,1.46417682,1.49044169,1.61078241,1.66577847,1.69710403,1.83421628,1.78485806,1.85591704,1.89878559,1.99428703,2.05564837,2.12670548,2.20562207,2.17739819
0.00819084,1.38056864,1.48391231,1.84426557,2.32835875,1.44760706,1.08842409,0.91667795,0.87846176,0.84040541,0.83077594,0.75884192,0.79502828,0.74250983,0.80294799,0.78144096,0.8286748,0.82909245,0.78775437,0.81632432,0.80492855,0.83380308,0.84153076,0.8524715,0.86417784,0.87466886,0.94766338,0.95760977,1.01231857,1.0399269,1.11894424,1.16715534,1.26356277,1.2358516,1.31800315,1.36000173,1.49134355,1.48533031,1.58900506,1.67077575,1.7204741,1.73342373,1.79253715,1.82078095,1.85643331,1.98044709,2.02463976,2.19512952
0.00861772,1.26270289,1.39034434,1.79571778,2.2131476,1.34418088,1.03249554,0.89095935,0.82718621,0.81764328,0.76136459,0.72862535,0.74985268,0.75710476,0.75480584,0.72232104,0.74646701,0.74714943,0.75758375,0.80111626,0.74633709,0.78418072,0.74663124,0.83901382,0.81177816,0.80402767,0.86632202,0.87448134,0.91061126,0.96160244,1.05657536,1.08482031,1.15839803,1.23123156,1.28853243,1.3108812,1.35774717,1.46454603,1.49502121,1.64556118,1.56328488,1.68950041,1.68459502,1.71433592,1.76546547,1.78009703,1.90476425,2.09479786
0.00903628,1.22466226,1.28508249,1.69617638,2.06420308,1.35879979,0.9640034,0.89564916,0.80242547,0.78626559,0.76151076,0.74461219,0.73421814,0.7099156,0.7635388,0.75190344,0.73609033,0.70961021,0.74074212,0.68891167,0.73296035,0.78127956,0.77799301,0.79977113,0.78870136,0.81579023,0.84087287,0.8952171,0.90204486,0.91641038,0.95309295,1.01291391,1.1311566,1.13010561,1.19140381,1.20043012,1.28485429,1.3775616,1.4051991,1.42660544,1.47360646,1.57624935,1.60247063,1.65384874,1.69615545,1.74364093,1.78977145,1.9803436
0.00945163,1.22446117,1.24375708,1.55844804,1.97773223,1.25500355,0.96702622,0.86917417,0.77494362,0.7427143,0.78731128,0.72060164,0.68538097,0.71317294,0.68794128,0.71054105,0.67731495,0.71788213,0.75229107,0.70868629,0.72938161,0.72926818,0.71210428,0.71570522,0.77282546,0.7815204,0.80562548,0.80354931,0.83006859,0.89020712,0.98860367,0.921862,1.00318286,1.04786752,1.12679335,1.21548959,1.25319684,1.26345091,1.35843487,1.40775923,1.36656149,1.47988041,1.51943708,1.57399116,1.62168357,1.65763794,1.67011166,1.92841333
0.00990803,1.11762298,1.19613869,1.45445378,1.7839493,1.23651804,0.90463131,0.84201768,0.78204166,0.74181274,0.73038939,0.70876951,0.70413334,0.69344786,0.70081078,0.69881243,0.65930687,0.62785331,0.71900352,0.66611228,0.68562215,0.69832717,0.71417364,0.7009977,0.72604063,0.74132408,0.75597787,0.78536574,0.80514043,0.86689835,0.8605963,0.92386884,0.95322129,1.03040792,1.10456842,1.06910103,1.1808393,1.22563987,1.22203336,1.34628672,1.34423896,1.35848849,1.45962208,1.48071959,1.53044652,1.56331226,1.60603881,1.75060665
0.01037284,1.07778572,1.07889435,1.37838865,1.70078909,1.16823645,0.9287427,0.85480043,0.77881362,0.70865322,0.6816972,0.69825482,0.69368563,0.70044096,0.68018193,0.6692412,0.65835183,0.68452862,0.62385955,0.69362679,0.67350695,0.65388598,0.69288881,0.67162949,0.6882735,0.69653832,0.74961154,0.75705057,0.77833238,0.80728909,0.81859217,0.91676795,0.9421448,0.96956033,0.93625115,1.01706778,1.13334085,1.17548023,1.15090857,1.23898575,1.32544407,1.2916,1.28683578,1.36518144,1.44362522,1.37194027,1.53290767,1.5509439
0.01081832,0.96508025,1.03198256,1.26715368,1.54939046,1.17994503,0.84986862,0.79759276,0.70520374,0.71745969,0.70069574,0.71543011,0.69053404,0.65668151,0.67197417,0.66175836,0.65398197,0.6457201,0.67776411,0.6431198,0.6411113,0.65626104,0.69205573,0.68361239,0.64947705,0.66961128,0.6943016,0.71982976,0.74444131,0.78660937,0.80673064,0.81652496,0.85909992,0.8897773,0.98472729,0.94016306,1.04422025,1.1074912,1.12555247,1.18910383,1.19151052,1.23089009,1.30065136,1.30830309,1.34522239,1.41035238,1.4104928,1.42903904
0.0112561,0.90819883,0.97515595,1.20657311,1.53528949,1.11687367,0.89727218,0.79420544,0.7416564,0.76619323,0.64696762,0.67965078,0.66389494,0.70201405,0.6573324,0.67528352,0.66808379,0.63181243,0.65915813,0.66462194,0.61826013,0.65790539,0.65042945,0.64928755,0.67787067,0.69282537,0.67833118,0.7097751,0.73364188,0.79296209,0.74813665,0.79362362,0.84656517,0.86629582,0.91470627,0.9657392,0.96681989,1.04445149,1.09004581,1.12679036,1.13376101,1.15057569,1.22883206,1.24952008,1.27584045,1.3149537,1.40177947,1.44278663
0.0116989,0.89065309,0.91726843,1.14196417,1.42914257,1.07266088,0.88961904,0.77594349,0.73501064,0.71223691,0.71029214,0.66534441,0.6872507,0.64310388,0.69042288,0.62236794,0.63377258,0.64837996,0.60950554,0.64423858,0.61745296,0.64875052,0.64717279,0.64275133,0.64391183,0.70492542,0.64404097,0.7075869,0.70655243,0.72935467,0.75626127,0.80730985,0.76724206,0.81626825,0.84669138,0.88192668,0.94111667,0.99869973,1.06162104,1.07013783,1.07939961,1.16101552,1.19308298,1.19071365,1.21883121,1.21632946,1.28037807,1.26387864
0.01214349,0.82798012,0.88559306,1.08903285,1.36057622,1.04154803,0.85570651,0.7723817,0.73681211,0.73320543,0.66093266,0.65300367,0.68054457,0.65074698,0.65746965,0.62413052,0.64732872,0.63723603,0.63673219,0.63696914,0.65806766,0.65444346,0.66517138,0.63316078,0.6482532,0.680847,0.65190548,0.67450453,0.71185236,0.72635805,0.75392685,0.74315187,0.78888866,0.83052827,0.83771139,0.88918,0.94502581,0.95412368,0.97714381,1.01170638,1.02616167,1.12273002,1.08504692,1.13788767,1.13675632,1.20354744,1.29135942,1.33456698
0.0126144,0.75248577,0.82975442,0.96864813,1.24774784,0.97395741,0.81728352,0.7740954,0.73760962,0.72184748,0.67654116,0.65322439,0.6676234,0.6549752,0.65444188,0.64115414,0.61770459,0.64108948,0.61268923,0.645669,0.59702075,0.6010539,0.61237859,0.621367,0.61616922,0.6535717,0.63478653,0.69160328,0.68707547,0.68250763,0.70031328,0.69136038,0.75138616,0.75448637,0.8189988,0.84299316,0.87595762,0.90433997,0.90798887,0.95854706,1.00065061,1.00321246,1.04846203,1.06260001,1.09811277,1.12367663,1.17071207,1.22363312
0.013128,0.72268922,0.77280822,0.93342631,1.16106817,0.96982815,0.83523647,0.75879255,0.71635664,0.68920377,0.70764801,0.66086555,0.66443171,0.66407248,0.66309701,0.64471909,0.6402784,0.63148044,0.60720843,0.61552702,0.63322113,0.61541547,0.61494083,0.64136788,0.61707456,0.60854316,0.61762933,0.66432837,0.64409063,0.684542,0.66205519,0.70943168,0.70706599,0.76159117,0.79702871,0.78175968,0.8294168,0.83451633,0.89022431,0.94235466,0.93693091,1.00533873,1.00696176,0.97637554,1.06956839,1.08035618,1.13836987,1.1185404
0.01363575,0.69173263,0.73210538,0.87084245,1.13310917,0.93669254,0.80257146,0.75763672,0.69643641,0.67446884,0.67987631,0.68502118,0.66830645,0.67237063,0.64523695,0.63266842,0.62924205,0.62804788,0.62750076,0.59124747,0.60950551,0.62197538,0.60974656,0.63989785,0.65527615,0.64090857,0.62749091,0.60972241,0.62854313,0.65442376,0.67095502,0.67530566,0.67091975,0.72605411,0.73566181,0.77751188,0.78527106,0.82536237,0.8764994,0.90075361,0.92764076,0.94328471,0.94036611,0.97340483,0.96642437,1.04877054,1.08661589,1.04034449
0.01412097,0.69577868,0.70047302,0.81211453,1.09269444,0.95972886,0.7883435,0.74370434,0.68707065,0.69566182,0.67990821,0.68197632,0.64476787,0.68226962,0.64271016,0.64382777,0.64058953,0.61946465,0.63518271,0.62149383,0.61346446,0.60877825,0.60457298,0.66290505,0.61797239,0.64234082,0.63348473,0.64554907,0.62515853,0.6360934,0.65400263,0.68501826,0.6763388,0.70250998,0.71558037,0.70487055,0.7666988,0.78802704,0.81167572,0.85788823,0.8818595,0.89075993,0.9534837,0.94271475,0.9698861,0.99020142,1.00455157,1.08701158
0.01459882,0.60028427,0.66582716,0.77678208,0.98606518,0.91860524,0.82228463,0.76976643,0.70582328,0.71719982,0.68874686,0.68202403,0.67153453,0.63190012,0.67230188,0.61905527,0.61780348,0.64882219,0.61794162,0.61881357,0.61936913,0.59887531,0.59400057,0.60887805,0.62567408,0.61196827,0.62019776,0.62285861,0.62839705,0.62350216,0.65624601,0.66936116,0.66937809,0.69100323,0.74059735,0.69064957,0.75382861,0.79727026,0.79429959,0.82922482,0.81731517,0.86166633,0.82899632,0.93427564,0.92363384,0.95443654,0.9539399,1.03674658
0.01509755,0.59946428,0.62717048,0.76400691,0.94187273,0.89236321,0.79184884,0.74672954,0.7207818,0.70457229,0.68548361,0.66994031,0.64567475,0.65514235,0.64780544,0.61534002,0.60125496,0.62873662,0.62957094,0.60529155,0.6236144,0.58871,0.63735726,0.6163041,0.60226802,0.60672206,0.61239647,0.6179744,0.61583913,0.6252705,0.62235417,0.63063916,0.68918632,0.65184941,0.65766834,0.69306788,0.74401686,0.7415142,0.7699549,0.80914643,0.7835857,0.82779303,0.83289496,0.85478745,0.8891204,0.90345058,0.93753623,0.94636184
0.01564616,0.54427713,0.59021313,0.69923277,0.9097584,0.85683833,0.78105327,0.75782414,0.70204527,0.71936464,0.70612818,0.64749195,0.64986042,0.65488466,0.6552531,0.64585002,0.59388357,0.61983412,0.60621855,0.59944525,0.61637184,0.6309021,0.62541899,0.59515512,0.57974217,0.60670699,0.6148008,0.61329107,0.59715039,0.59196165,0.64368871,0.62919025,0.59649755,0.64934811,0.64085273,0.67312506,0.66013935,0.71359334,0.72859154,0.75018514,0.75585227,0.78978826,0.78474566,0.7974285,0.81905777,0.8767644,0.88562434,0.93462979
0.01617225,0.5308391,0.57256942,0.69243746,0.82889903,0.84138551,0.76629014,0.71407663,0.69400251,0.69106605,0.64611057,0.62895438,0.64958818,0.67776839,0.63008213,0.63545013,0.62531806,0.62647848,0.59904959,0.62040369,0.58717613,0.56963801,0.60577057,0.59579095,0.57692939,0.57231814,0.58950192,0.59762624,0.58008204,0.59647203,0.57933785,0.60310089,0.59602608,0.64624646,0.64828069,0.63787,0.68834521,0.70653723,0.70422882,0.74240189,0.76163562,0.75247729,0.76971249,0.7764794,0.80463279,0.87076798,0.85232636,0.85860922
0.01670538,0.48397715,0.51848082,0.61545639,0.79566416,0.81703916,0.71830873,0.68738364,0.66822567,0.69540075,0.66069299,0.62665299,0.64136548,0.63402565,0.61636435,0.62360466,0.60677172,0.62419039,0.61559918,0.60509443,0.57528376,0.58127221,0.57246823,0.59324314,0.58541082,0.56967212,0.59386349,0.58179876,0.56384665,0.55149687,0.56467361,0.5650264,0.60261553,0.61209719,0.64361775,0.63503446,0.64579834,0.65389492,0.66765357,0.70235432,0.71161591,0.72812662,0.75765819,0.77094775,0.79110363,0.79739657,0.83711052,0.84392104
